,LoF_T,LoF_UT,LoF_OR,LoF_P_value,Missense_T,Missense_UT,Missense_OR,Missense_P_value,LoF.Missense_T,LoF.Missense_UT,LoF.Missense_OR,LoF.Missense_P_value
CHRNB2,0,0,0,1,9,16,0.562514292,0.946123928,9,16,0.562514292,0.946123928
ADAR,0,0,0,1,1,1,1,0.75,1,1,1,0.75
KCNN3,0,0,0,1,6,12,0.500014257,0.951873779,6,12,0.500014257,0.951873779
CELA2B,13,9,1.444419613,0.261733532,0,0,0,1,13,9,1.444419613,0.261733532
PMVK,4,3,1.333315843,0.5,0,0,0,1,4,3,1.333315843,0.5
CASP9,1,1,1,0.75,0,0,0,1,1,1,1,0.75
PBXIP1,5,1,4.999580449,0.109375,0,0,0,1,5,1,4.999580449,0.109375
PYGO2,0,1,0,1,0,0,0,1,0,1,0,1
SHC1,0,0,0,1,0,0,0,1,0,0,0,1
CKS1B,0,0,0,1,0,0,0,1,0,0,0,1
FLAD1,0,1,0,1,0,0,0,1,0,1,0,1
LENEP,0,1,0,1,0,0,0,1,0,1,0,1
ZBTB7B,0,0,0,1,1,1,1,0.75,1,1,1,0.75
DCST2,4,1,3.999558501,0.1875,0,0,0,1,4,1,3.999558501,0.1875
DCST1,7,12,0.583347475,0.916465759,1,0,Inf,0.5,8,12,0.666679311,0.868412018
ADAM15,6,12,0.500014257,0.951873779,0,0,0,1,6,12,0.500014257,0.951873779
EFNA4,0,1,0,1,0,0,0,1,0,1,0,1
EFNA3,0,0,0,1,0,0,0,1,0,0,0,1
EFNA1,0,0,0,1,0,0,0,1,0,0,0,1
SLC50A1,0,0,0,1,0,0,0,1,0,0,0,1
DPM3,0,0,0,1,0,0,0,1,0,0,0,1
KRTCAP2,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
TRIM46,0,0,0,1,3,12,0.250027671,0.996307373,3,12,0.250027671,0.996307373
MUC1,0,0,0,1,0,0,0,1,0,0,0,1
THBS3,15,19,0.789481901,0.804235847,0,0,0,1,15,19,0.789481901,0.804235847
MTX1,0,0,0,1,0,0,0,1,0,0,0,1
GBA,0,0,0,1,0,0,0,1,0,0,0,1
FAM189B,31,24,1.291651886,0.209377094,13,5,2.600063802,0.048126221,44,29,1.517211797,0.050321839
SCAMP3,5,4,1.249987863,0.5,0,0,0,1,5,4,1.249987863,0.5
CLK2,0,0,0,1,4,5,0.800007768,0.74609375,4,5,0.800007768,0.74609375
HCN3,0,0,0,1,0,0,0,1,0,0,0,1
PKLR,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
DNAJC16,6,6,1,0.612792969,0,0,0,1,6,6,1,0.612792969
FDPS,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
RUSC1,0,0,0,1,2,3,0.666679308,0.8125,2,3,0.666679308,0.8125
ASH1L,7,3,2.33340772,0.171875,10,6,1.666627894,0.227249146,17,9,1.888837667,0.084318772
MSTO1,0,0,0,1,1,4,0.250027597,0.96875,1,4,0.250027597,0.96875
YY1AP1,0,0,0,1,0,0,0,1,0,0,0,1
DAP3,1,3,0.333324446,0.9375,0,0,0,1,1,3,0.333324446,0.9375
AGMAT,23,17,1.352922389,0.214795254,0,0,0,1,23,17,1.352922389,0.214795254
GON4L,1,1,1,0.75,0,0,0,1,1,1,1,0.75
SYT11,0,0,0,1,0,0,0,1,0,0,0,1
RIT1,6,2,3.000079583,0.14453125,0,0,0,1,6,2,3.000079583,0.14453125
RXFP4,0,0,0,1,0,0,0,1,0,0,0,1
ARHGEF2,0,0,0,1,16,16,1,0.569974967,16,16,1,0.569974967
SSR2,0,0,0,1,0,0,0,1,0,0,0,1
UBQLN4,0,0,0,1,0,0,0,1,0,0,0,1
LAMTOR2,0,0,0,1,0,0,0,1,0,0,0,1
RAB25,34,40,0.850005623,0.792007401,0,0,0,1,34,40,0.850005623,0.792007401
MEX3A,0,0,0,1,4,3,1.333315843,0.5,4,3,1.333315843,0.5
LMNA,0,0,0,1,4,2,1.99994298,0.34375,4,2,1.99994298,0.34375
SEMA4A,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
SLC25A44,0,0,0,1,2,1,1.999942981,0.5,2,1,1.999942981,0.5
PMF1,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
PMF1-BGLAP,0,0,0,1,0,0,0,1,0,0,0,1
BGLAP,7,7,1,0.604736328,0,0,0,1,7,7,1,0.604736328
PAQR6,6,9,0.66667931,0.849121094,0,0,0,1,6,9,0.66667931,0.849121094
SMG5,0,0,0,1,0,0,0,1,0,0,0,1
DDI2,0,0,0,1,3,1,3.000079991,0.3125,3,1,3.000079991,0.3125
TMEM79,5,8,0.625013574,0.866577148,0,0,0,1,5,8,0.625013574,0.866577148
CCT3,0,0,0,1,0,0,0,1,0,0,0,1
TSACC,0,0,0,1,0,0,0,1,0,0,0,1
RHBG,1,1,1,0.75,0,0,0,1,1,1,1,0.75
C1orf61,0,0,0,1,0,0,0,1,0,0,0,1
MEF2D,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
IQGAP3,15,22,0.681830405,0.906129221,0,0,0,1,15,22,0.681830405,0.906129221
TTC24,8,4,1.999942977,0.193847656,0,0,0,1,8,4,1.999942977,0.193847656
GPATCH4,0,0,0,1,0,0,0,1,0,0,0,1
RSC1A1,0,0,0,1,0,0,0,1,0,0,0,1
HAPLN2,1,0,Inf,0.5,4,0,Inf,0.0625,5,0,Inf,0.03125
BCAN,0,2,0,1,2,5,0.399989311,0.9375,2,7,0.285751806,0.98046875
NES,0,0,0,1,5,8,0.625013574,0.866577148,5,8,0.625013574,0.866577148
CRABP2,8,5,1.599965251,0.290527344,0,0,0,1,8,5,1.599965251,0.290527344
ISG20L2,0,0,0,1,0,0,0,1,0,0,0,1
RRNAD1,0,2,0,1,0,0,0,1,0,2,0,1
MRPL24,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
HDGF,0,0,0,1,0,0,0,1,0,0,0,1
PRCC,0,0,0,1,0,2,0,1,0,2,0,1
SH2D2A,0,0,0,1,0,0,0,1,0,0,0,1
INSRR,10,11,0.909104379,0.668188095,0,0,0,1,10,11,0.909104379,0.668188095
NTRK1,0,0,0,1,0,0,0,1,0,0,0,1
PEAR1,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
LRRC71,3,2,1.499971557,0.5,0,0,0,1,3,2,1.499971557,0.5
ARHGEF11,0,1,0,1,0,0,0,1,0,1,0,1
ETV3L,12,6,1.999942974,0.118942261,0,0,0,1,12,6,1.999942974,0.118942261
ETV3,0,0,0,1,0,7,0,1,0,7,0,1
PLEKHM2,0,1,0,1,0,0,0,1,0,1,0,1
SLC25A34,24,21,1.142851159,0.382995912,0,0,0,1,24,21,1.142851159,0.382995912
TMEM82,1,1,1,0.75,0,0,0,1,1,1,1,0.75
FCRL5,1,1,1,0.75,0,0,0,1,1,1,1,0.75
FCRL4,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
FBLIM1,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
FCRL3,1,5,0.200016783,0.984375,0,0,0,1,1,5,0.200016783,0.984375
FCRL2,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
FCRL1,15,13,1.153839595,0.42527701,0,0,0,1,15,13,1.153839595,0.42527701
CD5L,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
CD1D,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
CD1A,0,0,0,1,0,0,0,1,0,0,0,1
CD1C,0,0,0,1,0,0,0,1,0,0,0,1
CD1B,0,0,0,1,0,0,0,1,0,0,0,1
CD1E,1,3,0.333324446,0.9375,0,0,0,1,1,3,0.333324446,0.9375
OR10T2,0,0,0,1,0,0,0,1,0,0,0,1
OR10K2,0,0,0,1,0,0,0,1,0,0,0,1
OR10K1,0,0,0,1,0,0,0,1,0,0,0,1
OR10R2,0,0,0,1,0,0,0,1,0,0,0,1
OR6Y1,3,6,0.500014256,0.91015625,0,0,0,1,3,6,0.500014256,0.91015625
OR10Z1,0,0,0,1,0,0,0,1,0,0,0,1
SPTA1,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
OR6K2,0,0,0,1,0,0,0,1,0,0,0,1
OR6K3,0,0,0,1,0,0,0,1,0,0,0,1
SPEN,0,0,0,1,24,18,1.333315838,0.220399534,24,18,1.333315838,0.220399534
OR6K6,0,0,0,1,0,0,0,1,0,0,0,1
OR6N1,0,0,0,1,0,0,0,1,0,0,0,1
OR6N2,0,0,0,1,0,0,0,1,0,0,0,1
MNDA,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
PYHIN1,0,0,0,1,0,0,0,1,0,0,0,1
IFI16,1,1,1,0.75,0,0,0,1,1,1,1,0.75
AIM2,3,1,3.000079991,0.3125,0,0,0,1,3,1,3.000079991,0.3125
CADM3,0,0,0,1,0,0,0,1,0,0,0,1
FCER1A,0,2,0,1,0,0,0,1,0,2,0,1
OR10J3,0,0,0,1,0,0,0,1,0,0,0,1
ZBTB17,0,0,0,1,16,9,1.77773261,0.114761472,16,9,1.77773261,0.114761472
OR10J1,0,0,0,1,0,0,0,1,0,0,0,1
OR10J5,0,0,0,1,0,0,0,1,0,0,0,1
APCS,0,0,0,1,0,0,0,1,0,0,0,1
CRP,1,1,1,0.75,0,0,0,1,1,1,1,0.75
DUSP23,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
FCRL6,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
SLAMF8,18,24,0.750009841,0.860021881,0,0,0,1,18,24,0.750009841,0.860021881
VSIG8,0,0,0,1,0,0,0,1,0,0,0,1
TAGLN2,0,0,0,1,0,0,0,1,0,0,0,1
IGSF9,0,0,0,1,0,0,0,1,0,0,0,1
SLAMF9,3,1,3.000079991,0.3125,0,0,0,1,3,1,3.000079991,0.3125
PIGM,8,4,1.999942977,0.193847656,0,0,0,1,8,4,1.999942977,0.193847656
KCNJ10,0,1,0,1,0,0,0,1,0,1,0,1
KCNJ9,0,0,0,1,0,0,0,1,0,0,0,1
IGSF8,13,7,1.857093339,0.131587982,0,0,0,1,13,7,1.857093339,0.131587982
ATP1A2,0,0,0,1,5,5,1,0.623046875,5,5,1,0.623046875
ATP1A4,23,11,2.090847428,0.028806336,0,0,0,1,23,11,2.090847428,0.028806336
HSPB7,1,1,1,0.75,0,0,0,1,1,1,1,0.75
CASQ1,16,18,0.888892908,0.696204319,0,0,0,1,16,18,0.888892908,0.696204319
PEA15,0,0,0,1,0,0,0,1,0,0,0,1
DCAF8,0,0,0,1,0,0,0,1,0,0,0,1
CLCNKA,24,21,1.142851159,0.382995912,0,0,0,1,24,21,1.142851159,0.382995912
PEX19,0,0,0,1,0,0,0,1,0,0,0,1
COPA,0,0,0,1,5,4,1.249987863,0.5,5,4,1.249987863,0.5
NCSTN,0,0,0,1,3,3,1,0.65625,3,3,1,0.65625
NHLH1,0,0,0,1,0,0,0,1,0,0,0,1
VANGL2,0,0,0,1,0,0,0,1,0,0,0,1
CLCNKB,14,9,1.555523565,0.202436447,1,1,1,0.75,15,10,1.499971548,0.212178111
SLAMF6,0,0,0,1,0,0,0,1,0,0,0,1
CD84,5,3,1.666627899,0.36328125,0,0,0,1,5,3,1.666627899,0.36328125
FAM131C,0,0,0,1,0,0,0,1,0,0,0,1
SLAMF1,0,0,0,1,0,0,0,1,0,0,0,1
CD48,0,0,0,1,0,0,0,1,0,0,0,1
SLAMF7,0,0,0,1,0,0,0,1,0,0,0,1
LY9,0,0,0,1,0,0,0,1,0,0,0,1
CD244,0,0,0,1,0,0,0,1,0,0,0,1
ITLN1,1,3,0.333324446,0.9375,0,0,0,1,1,3,0.333324446,0.9375
ITLN2,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
F11R,0,0,0,1,0,0,0,1,0,0,0,1
USF1,0,0,0,1,5,0,Inf,0.03125,5,0,Inf,0.03125
ARHGAP30,0,0,0,1,0,0,0,1,0,0,0,1
KLHDC9,10,10,1,0.588098526,0,0,0,1,10,10,1,0.588098526
PFDN2,0,0,0,1,0,0,0,1,0,0,0,1
NIT1,6,4,1.499971555,0.376953125,0,0,0,1,6,4,1.499971555,0.376953125
DEDD,19,8,2.375071247,0.026119493,2,0,Inf,0.25,21,8,2.625062775,0.012059772
UFC1,0,0,0,1,0,0,0,1,0,0,0,1
USP21,0,0,0,1,0,0,0,1,0,0,0,1
PPOX,0,0,0,1,0,0,0,1,0,0,0,1
B4GALT3,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
ADAMTS4,2,4,0.500014255,0.890625,0,0,0,1,2,4,0.500014255,0.890625
NDUFS2,0,0,0,1,0,0,0,1,0,0,0,1
FCER1G,0,0,0,1,0,0,0,1,0,0,0,1
APOA2,0,0,0,1,0,0,0,1,0,0,0,1
TOMM40L,0,0,0,1,0,0,0,1,0,0,0,1
NR1I3,11,17,0.647071952,0.907533329,0,0,0,1,11,17,0.647071952,0.907533329
EPHA2,0,0,0,1,0,0,0,1,0,0,0,1
PCP4L1,0,0,0,1,0,0,0,1,0,0,0,1
MPZ,0,0,0,1,0,0,0,1,0,0,0,1
SDHC,0,0,0,1,0,0,0,1,0,0,0,1
FCGR2A,0,0,0,1,0,0,0,1,0,0,0,1
FCGR3A,0,0,0,1,0,0,0,1,0,0,0,1
MIB2,4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
FCGR3B,0,0,0,1,0,0,0,1,0,0,0,1
FCGR2B,0,0,0,1,0,0,0,1,0,0,0,1
FCRLA,1,1,1,0.75,0,0,0,1,1,1,1,0.75
FCRLB,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
DUSP12,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
ATF6,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
OLFML2B,13,9,1.444419613,0.261733532,0,0,0,1,13,9,1.444419613,0.261733532
ARHGEF19,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
NOS1AP,0,1,0,1,8,9,0.888892909,0.685470581,8,10,0.800007768,0.759658813
C1orf226,0,0,0,1,0,0,0,1,0,0,0,1
SH2D1B,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
UHMK1,0,0,0,1,0,0,0,1,0,0,0,1
FBXO42,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
UAP1,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
DDR2,0,0,0,1,0,0,0,1,0,0,0,1
HSD17B7,0,0,0,1,0,0,0,1,0,0,0,1
RGS4,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
RGS5,0,0,0,1,0,0,0,1,0,0,0,1
NUF2,6,6,1,0.612792969,0,0,0,1,6,6,1,0.612792969
CDK11B,2,0,Inf,0.25,1,0,Inf,0.5,3,0,Inf,0.125
SZRD1,0,0,0,1,0,0,0,1,0,0,0,1
SPATA21,3,2,1.499971557,0.5,0,0,0,1,3,2,1.499971557,0.5
NECAP2,1,1,1,0.75,0,0,0,1,1,1,1,0.75
PBX1,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
LMX1A,0,0,0,1,0,0,0,1,0,0,0,1
RXRG,0,0,0,1,2,0,Inf,0.25,2,0,Inf,0.25
LRRC52,1,3,0.333324446,0.9375,0,0,0,1,1,3,0.333324446,0.9375
MGST3,0,0,0,1,0,0,0,1,0,0,0,1
ALDH9A1,11,8,1.374979758,0.323802948,0,0,0,1,11,8,1.374979758,0.323802948
TMCO1,5,4,1.249987863,0.5,0,0,0,1,5,4,1.249987863,0.5
UCK2,0,0,0,1,6,7,0.857148182,0.709472656,6,7,0.857148182,0.709472656
FAM78B,0,0,0,1,6,3,1.999942979,0.25390625,6,3,1.999942979,0.25390625
POGK,0,0,0,1,6,6,1,0.612792969,6,6,1,0.612792969
TADA1,8,10,0.800007768,0.759658813,0,0,0,1,8,10,0.800007768,0.759658813
ILDR2,0,2,0,1,4,5,0.800007768,0.74609375,4,7,0.571442807,0.88671875
MAEL,0,1,0,1,0,0,0,1,0,1,0,1
SLC35E2B,0,0,0,1,0,0,0,1,0,0,0,1
GPA33,6,10,0.600013959,0.894943237,0,0,0,1,6,10,0.600013959,0.894943237
DUSP27,7,13,0.538475896,0.942340851,0,0,0,1,7,13,0.538475896,0.942340851
POU2F1,0,1,0,1,0,0,0,1,0,1,0,1
CD247,9,17,0.529426121,0.962240651,0,0,0,1,9,17,0.529426121,0.962240651
CREG1,0,1,0,1,0,0,0,1,0,1,0,1
RCSD1,0,0,0,1,0,0,0,1,0,0,0,1
MPZL1,0,0,0,1,0,0,0,1,0,0,0,1
ADCY10,14,7,1.999942973,0.094623566,0,0,0,1,14,7,1.999942973,0.094623566
MPC2,0,0,0,1,0,0,0,1,0,0,0,1
DCAF6,0,0,0,1,0,0,0,1,0,0,0,1
GPR161,3,2,1.499971557,0.5,0,0,0,1,3,2,1.499971557,0.5
TIPRL,0,0,0,1,0,0,0,1,0,0,0,1
SFT2D2,1,1,1,0.75,0,0,0,1,1,1,1,0.75
TBX19,8,1,7.999509234,0.01953125,0,0,0,1,8,1,7.999509234,0.01953125
XCL2,0,0,0,1,0,0,0,1,0,0,0,1
DPT,6,8,0.750009839,0.788024902,0,0,0,1,6,8,0.750009839,0.788024902
ATP1B1,0,0,0,1,0,0,0,1,0,0,0,1
NME7,15,15,1,0.572232224,0,0,0,1,15,15,1,0.572232224
CROCC,9,8,1.124994911,0.5,0,1,0,1,9,9,1,0.592735291
BLZF1,3,1,3.000079991,0.3125,0,0,0,1,3,1,3.000079991,0.3125
CCDC181,4,10,0.399989377,0.971313477,0,0,0,1,4,10,0.399989377,0.971313477
SLC19A2,0,0,0,1,0,0,0,1,0,0,0,1
F5,0,0,0,1,0,0,0,1,0,0,0,1
SELP,15,6,2.500065983,0.039176941,0,0,0,1,15,6,2.500065983,0.039176941
SELL,0,1,0,1,0,0,0,1,0,1,0,1
SELE,0,0,0,1,0,0,0,1,0,0,0,1
MFAP2,0,2,0,1,0,0,0,1,0,2,0,1
METTL18,0,0,0,1,0,0,0,1,0,0,0,1
C1orf112,12,9,1.333315841,0.331811905,0,0,0,1,12,9,1.333315841,0.331811905
SCYL3,0,0,0,1,0,0,0,1,0,0,0,1
ATP13A2,4,6,0.666679309,0.828125,0,0,0,1,4,6,0.666679309,0.828125
KIFAP3,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
METTL11B,6,4,1.499971555,0.376953125,0,0,0,1,6,4,1.499971555,0.376953125
SDHB,0,1,0,1,0,0,0,1,0,1,0,1
CDK11A,0,1,0,1,0,0,0,1,0,1,0,1
GORAB,0,0,0,1,0,0,0,1,0,0,0,1
PRRX1,0,0,0,1,0,0,0,1,0,0,0,1
PADI2,4,2,1.99994298,0.34375,0,0,0,1,4,2,1.99994298,0.34375
MROH9,1,5,0.200016783,0.984375,0,0,0,1,1,5,0.200016783,0.984375
FMO3,18,29,0.620703312,0.960529653,0,0,0,1,18,29,0.620703312,0.960529653
FMO2,4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
FMO1,4,1,3.999558501,0.1875,0,0,0,1,4,1,3.999558501,0.1875
FMO4,0,9,0,1,0,0,0,1,0,9,0,1
PRRC2C,7,12,0.583347475,0.916465759,0,0,0,1,7,12,0.583347475,0.916465759
MYOC,22,21,1.047633158,0.5,0,0,0,1,22,21,1.047633158,0.5
VAMP4,0,0,0,1,0,0,0,1,0,0,0,1
DNM3,0,0,0,1,4,3,1.333315843,0.5,4,3,1.333315843,0.5
PADI1,20,25,0.800007768,0.814350983,0,0,0,1,20,25,0.800007768,0.814350983
C1orf105,0,0,0,1,0,0,0,1,0,0,0,1
PIGC,3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
PADI3,10,7,1.428547644,0.314529419,0,0,0,1,10,7,1.428547644,0.314529419
SUCO,4,3,1.333315843,0.5,0,0,0,1,4,3,1.333315843,0.5
FASLG,0,0,0,1,0,0,0,1,0,0,0,1
TNFSF18,0,0,0,1,0,0,0,1,0,0,0,1
PADI4,7,2,3.499540442,0.08984375,0,0,0,1,7,2,3.499540442,0.08984375
TNFSF4,0,0,0,1,0,0,0,1,0,0,0,1
PRDX6,4,3,1.333315843,0.5,0,0,0,1,4,3,1.333315843,0.5
SLC9C2,0,1,0,1,0,0,0,1,0,1,0,1
ANKRD45,0,0,0,1,0,0,0,1,0,0,0,1
KLHL20,1,0,Inf,0.5,1,3,0.333324446,0.9375,2,3,0.666679308,0.8125
CENPL,0,1,0,1,0,0,0,1,0,1,0,1
DARS2,16,12,1.33331584,0.285794094,0,0,0,1,16,12,1.33331584,0.285794094
ZBTB37,0,0,0,1,0,0,0,1,0,0,0,1
SERPINC1,0,0,0,1,0,0,0,1,0,0,0,1
RC3H1,1,0,Inf,0.5,10,11,0.909104379,0.668188095,11,11,1,0.584094048
RCC2,0,0,0,1,7,9,0.777786486,0.772750854,7,9,0.777786486,0.772750854
RABGAP1L,4,2,1.99994298,0.34375,0,0,0,1,4,2,1.99994298,0.34375
GPR52,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
CACYBP,0,0,0,1,0,0,0,1,0,0,0,1
MRPS14,8,3,2.666730614,0.11328125,0,0,0,1,8,3,2.666730614,0.11328125
TNN,25,19,1.315773128,0.225690416,0,0,0,1,25,19,1.315773128,0.225690416
NADK,12,12,1,0.580590129,0,0,0,1,12,12,1,0.580590129
TNR,2,0,Inf,0.25,2,1,1.999942981,0.5,4,1,3.999558501,0.1875
ARHGEF10L,0,0,0,1,0,0,0,1,0,0,0,1
PAPPA2,0,3,0,1,0,0,0,1,0,3,0,1
ASTN1,0,0,0,1,0,0,0,1,0,0,0,1
BRINP2,0,0,0,1,0,0,0,1,0,0,0,1
SEC16B,3,10,0.29998084,0.988769531,0,0,0,1,3,10,0.29998084,0.988769531
RASAL2,0,0,0,1,0,0,0,1,0,0,0,1
ACTL8,0,0,0,1,0,0,0,1,0,0,0,1
TEX35,2,5,0.399989311,0.9375,0,0,0,1,2,5,0.399989311,0.9375
GNB1,0,0,0,1,0,1,0,1,0,1,0,1
RALGPS2,0,0,0,1,0,0,0,1,0,0,0,1
ANGPTL1,0,0,0,1,0,0,0,1,0,0,0,1
FAM20B,1,1,1,0.75,0,0,0,1,1,1,1,0.75
TOR3A,31,27,1.148141891,0.347002047,0,0,0,1,31,27,1.148141891,0.347002047
ABL2,14,14,1,0.57472299,5,3,1.666627899,0.36328125,19,17,1.117642329,0.4339697
SOAT1,10,14,0.714296887,0.846271873,0,0,0,1,10,14,0.714296887,0.846271873
AXDND1,26,29,0.896555437,0.704973334,0,0,0,1,26,29,0.896555437,0.704973334
NPHS2,2,3,0.666679308,0.8125,0,0,0,1,2,3,0.666679308,0.8125
TDRD5,8,9,0.888892909,0.685470581,0,0,0,1,8,9,0.888892909,0.685470581
FAM163A,0,0,0,1,0,0,0,1,0,0,0,1
TOR1AIP2,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
TOR1AIP1,1,1,1,0.75,0,0,0,1,1,1,1,0.75
CEP350,0,0,0,1,0,0,0,1,0,0,0,1
QSOX1,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
LHX4,1,1,1,0.75,0,0,0,1,1,1,1,0.75
ACBD6,0,1,0,1,0,0,0,1,0,1,0,1
XPR1,0,0,0,1,2,2,1,0.6875,2,2,1,0.6875
KIAA1614,8,10,0.800007768,0.759658813,0,0,0,1,8,10,0.800007768,0.759658813
STX6,0,0,0,1,0,0,0,1,0,0,0,1
MR1,0,0,0,1,0,0,0,1,0,0,0,1
IGSF21,0,0,0,1,0,0,0,1,0,0,0,1
IER5,0,0,0,1,4,2,1.99994298,0.34375,4,2,1.99994298,0.34375
CACNA1E,0,0,0,1,12,14,0.857148182,0.721401453,12,14,0.857148182,0.721401453
ZNF648,0,0,0,1,0,0,0,1,0,0,0,1
GLUL,0,0,0,1,0,0,0,1,0,0,0,1
TEDDM1,0,0,0,1,0,0,0,1,0,0,0,1
RGSL1,7,12,0.583347475,0.916465759,0,0,0,1,7,12,0.583347475,0.916465759
RNASEL,10,22,0.454559328,0.989969196,0,0,0,1,10,22,0.454559328,0.989969196
RGS16,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
RGS8,0,0,0,1,0,0,0,1,0,0,0,1
NPL,16,20,0.800007768,0.797483877,0,0,0,1,16,20,0.800007768,0.797483877
DHX9,0,0,0,1,0,7,0,1,0,7,0,1
SHCBP1L,17,13,1.307676492,0.292332356,0,0,0,1,17,13,1.307676492,0.292332356
LAMC1,0,0,0,1,0,0,0,1,0,0,0,1
LAMC2,5,3,1.666627899,0.36328125,0,0,0,1,5,3,1.666627899,0.36328125
NMNAT2,0,0,0,1,2,0,Inf,0.25,2,0,Inf,0.25
SMG7,0,0,0,1,3,2,1.499971557,0.5,3,2,1.499971557,0.5
NCF2,0,0,0,1,0,0,0,1,0,0,0,1
ARPC5,0,0,0,1,0,0,0,1,0,0,0,1
APOBEC4,0,0,0,1,0,0,0,1,0,0,0,1
RGL1,0,0,0,1,0,2,0,1,0,2,0,1
COLGALT2,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
TSEN15,0,0,0,1,0,0,0,1,0,0,0,1
C1orf21,0,0,0,1,0,0,0,1,0,0,0,1
EDEM3,0,0,0,1,0,0,0,1,0,0,0,1
FAM129A,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
KLHDC7A,0,0,0,1,0,0,0,1,0,0,0,1
RNF2,0,0,0,1,2,1,1.999942981,0.5,2,1,1.999942981,0.5
TRMT1L,0,0,0,1,0,0,0,1,0,0,0,1
SWT1,1,1,1,0.75,0,0,0,1,1,1,1,0.75
IVNS1ABP,0,0,0,1,0,0,0,1,0,0,0,1
HMCN1,4,8,0.500014256,0.927001953,0,0,0,1,4,8,0.500014256,0.927001953
PRG4,0,0,0,1,0,0,0,1,0,0,0,1
TPR,0,0,0,1,0,1,0,1,0,1,0,1
PAX7,0,0,0,1,0,0,0,1,0,0,0,1
PDC,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
PTGS2,0,0,0,1,0,0,0,1,0,0,0,1
PLA2G4A,0,0,0,1,0,0,0,1,0,0,0,1
TAS1R2,6,4,1.499971555,0.376953125,0,0,0,1,6,4,1.499971555,0.376953125
ALDH4A1,3,2,1.499971557,0.5,0,0,0,1,3,2,1.499971557,0.5
IFFO2,0,0,0,1,2,7,0.285751806,0.98046875,2,7,0.285751806,0.98046875
BRINP3,0,0,0,1,0,0,0,1,0,0,0,1
UBR4,0,0,0,1,21,20,1.050015538,0.5,21,20,1.050015538,0.5
CALML6,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
TMEM52,2,0,Inf,0.25,8,4,1.999942977,0.193847656,10,4,2.500066394,0.089782715
RGS18,0,0,0,1,0,0,0,1,0,0,0,1
EMC1,8,11,0.727283434,0.820358276,0,0,0,1,8,11,0.727283434,0.820358276
RGS21,5,1,4.999580449,0.109375,0,0,0,1,5,1,4.999580449,0.109375
MRTO4,0,0,0,1,0,0,0,1,0,0,0,1
RGS1,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
RGS13,4,3,1.333315843,0.5,0,0,0,1,4,3,1.333315843,0.5
AKR7L,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
RGS2,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
AKR7A3,0,1,0,1,0,0,0,1,0,1,0,1
UCHL5,0,0,0,1,0,0,0,1,0,0,0,1
AKR7A2,0,1,0,1,0,0,0,1,0,1,0,1
TROVE2,4,3,1.333315843,0.5,0,0,0,1,4,3,1.333315843,0.5
